X1	A_1_1	A_1_10	A_1_11	A_1_12	A_1_13	A_1_14	A_1_15	A_1_16	A_1_17	A_1_18	A_1_19	A_1_2	A_1_20	A_1_21	A_1_22	A_1_23	A_1_24	A_1_25	A_1_26	A_1_27	A_1_28	A_1_29	A_1_3	A_1_30	A_1_31	A_1_32	A_1_33	A_1_34	A_1_35	A_1_36	A_1_37	A_1_38	A_1_39	A_1_4	A_1_40	A_1_41	A_1_42	A_1_43	A_1_44	A_1_45	A_1_46	A_1_47	A_1_48	A_1_49	A_1_5	A_1_6	A_1_7	A_1_8	A_1_9
sp|P35613|BASI_HUMAN	3549.996	4419.026	2210.988	3367.006	3623.006	5368.98	7949.0624	3252.019	7038.999	NA	1380.016	NA	1442.992	1927.004	1930.992	NA	1872.994	NA	6479.022	43840.929	NA	12195.953	5856.006	2526.998	9716.021	17542.004	38404.079	3720.997	6137.042	NA	NA	37317.952	6187.9787	7079.029	6031.999	3921.963	2841.989	4556.987	3626.003	3291.976	4807.975	5496.979	6153.9706	46242.935	4336.995	5709.039	2205.007	NA	20489.996
sp|P35626|ARBK2_HUMAN	4145.008	6678.0179	2922.972	6120.963	9911.992	7057.98	NA	1615.004	2458.994	6403.997	NA	1268.003	NA	4347.958	NA	NA	3023.992	8743.024	6042.023	7030.011	3362.013	6920.048	13248.9716	3223.019	15003.037	11799.03	9122.981	2069.001	3785.992	2909.004	4351.034	8441.01	13687.035	14182.008	NA	6938.014	1118.992	7394.033	7768.997	4221.015	5770.991	3902.01	7550.029	2469.995	NA	5720.02	4520.021	7675.962	7436.031
sp|P35637|FUS_HUMAN	NA	33041.95	4151.017	NA	NA	NA	NA	20182.056	13766.009	15846.955	5003.009	NA	19489.974	4779.995	3402.004	NA	NA	34750.919	14482.96	47230.85	5365.988	12962.05	9823.04	11430.01	6946.993	6497.015	7968.01	10602.04	20563.97	NA	6106.97	15894.03	9343.98	5559.991	6123.015	NA	NA	12964.99	7813.974	23699	12390.01	8572.05	17098.02	6687.019	5831.02	10464.97	14055.97	10663.02	15430.99
sp|P35658|NU214_HUMAN	38334.135	51629.989	52636.98	54756.909	49859.96	40949.058	48562.012	31947.954	46905.944	61509.991	37799.934	24628.026	18797.995	32315.025	12936.999	22378.952	23723.968	61341.028	67913.854	71819.904	41728.008	59716.023	81867.263	39248.997	80720.89	72259.089	74448.781	35784.978	61786.954	46429.929	38208.004	77290.11	60975.978	63028.95	42144.972	53592.076	35683.955	65141	36966.066	36311.006	68676.799	39281.01	58101.027	56568.004	29231.974	43405.108	45740.02	59715.108	44646.053
sp|P35659|DEK_HUMAN	5106032.9	4622249	4419786.8	4798725	4150139.9	3880209.8	3756763.1	3346081.8	4844266.1	4521500.5	5024784	2765406	3128597.1	5178150.1	2148624.13	2675726	3202335.8	5738791.4	5818642	5300245.5	2587140.59	5489441	7193855	2511819.21	6183265	5779239	5838508	4431184	4999977.1	3597707.7	3798064.4	5695771.3	5815651.1	6124564.4	3450864.81	5797690.2	2872517.4	6330982	3969540	4136858.2	4951359	4663892.6	4948967.5	5578892.4	2851702.55	5787988	4321050.8	5036870.9	3225382.5
sp|P35754|GLRX1_HUMAN	106447.36	180802.07	165703.23	98455.66	129881.04	114152.01	129696.11	124782.07	107847.94	149596.13	92841.19	96174.08	72902.03	118910.95	16182.96	75826.11	96494.03	167192.15	171869.29	165770.24	103872.96	155524.88	209543.97	69510.06	234447.93	22819.1	95714.19	114356.19	155336.95	79668.86	104831.9	161391.92	148589.84	177530.47	127495.6	160006.03	110502.21	137466.19	100640.06	115177.94	151609.97	132975.78	188640.28	176193.21	110997.13	144196.91	144579.96	120389.85	147642.25
sp|P35813|PPM1A_HUMAN	NA	2204.994	27011.04	NA	NA	12695.989	NA	NA	NA	10033.9561	NA	1240.008	8098.015	NA	17976.98	NA	21008.984	NA	675.0045	7909.965	NA	6472.0127	NA	46856.001	NA	NA	NA	NA	20311.012	7543.9682	12126.003	NA	NA	641.0075	11252.913	919.0081	8273.9905	13204	9649.984	20133.992	12608.955	NA	12987.9737	655.9972	12517.02	2156.996	NA	NA	8486.97
sp|P35908|K22E_HUMAN	33793.964	58817.04	36009.985	33140.047	36966.957	22125.996	17995.031	12417.018	49003.019	33901.001	7901.992	15633.986	13647.9993	13447.969	6491.99	10817.03	11923.01	48175.071	36868.046	60364.12	15413.028	46079.94	33965.144	5780.9796	80191.07	41164.002	90080.92	16412.994	50026.03	11612.965	25445.987	45294.032	45817.856	29471.946	36778.969	39314.14	25819.032	24806.0418	24892.931	18491.993	47856.995	55569.11	30451.117	51406.831	6592.0107	36438.078	17153.936	31996.946	22492.909
sp|P35914|HMGCL_HUMAN	27557.985	67250.99	43336.017	66592.15	61670.128	40236.029	45091.044	51375.893	73567.97	72413.1	23410.984	35643.015	21445.003	35199.973	22235.976	27765.986	31890.999	74069.77	80167.043	116345.27	26493.0094	61023.95	87303.82	45047.104	135683.93	55332.07	100718.77	49221.046	57180.96	23216.964	37227.966	77382.98	92452.13	98081.96	58694.99	44313.962	32008.976	58344.96	49517.037	32617.996	65296.139	55089.05	83339.1	68216.01	28336.96	44198.046	46619.084	42399.904	40908.029
sp|P35998|PRS7_HUMAN	11719.984	10654.98	9167.978	16870.939	NA	11504.936	12693.995	10970.934	8321.029	11944.98	2160.007	NA	NA	9838.994	4136.012	3726.996	NA	12658.066	9619.005	25998.02	6821.987	20742.945	14408.983	5100.005	6623.979	7782.972	7480.995	5962.966	9733.979	NA	NA	NA	15452.998	9082.964	8773.007	16094.976	4882.001	12788.07	10750.981	10187.979	19653.02	15023.994	17030.017	7816.999	6485.012	18643.015	NA	10555.982	6847.006
sp|P36402|TCF7_HUMAN	25649.998	60481.932	63789.007	63156.21	67614.99	59486.97	67504.05	69206.97	58116.046	64184.94	50898.97	36460.948	22965.983	38413.016	7690.981	25589.036	32207.979	65305.06	65579.15	55249.01	40738.945	47684.126	70464.09	57779.016	56006	58104.081	45406.004	34485.858	52228.949	52004.166	41514.021	60932.07	58481.89	55722.01	35840.02	60706.064	50934.928	68015.07	34746.038	36619.02	54638.99	41002.017	56030.87	58786.92	46818.085	47780.11	53748.04	65875.09	34084.917
sp|P36404|ARL2_HUMAN	NA	14580.03	10342.99	7875.02	8855.99	8632	NA	NA	NA	9705	NA	NA	4052.968	NA	5261.002	NA	4361.013	12127.97	10190.01	8960.97	7359.972	9450.9939	967.0059	761.999	11767.0194	7773	9583	7690.04	7939.99	5739.98	NA	11281.1	7763	8919.99	7623.97	8805.98	NA	NA	7385.039	7076.04	NA	8957.05	8169.011	11701.03	4180.009	NA	10194.01	10421.0245	7634.07
sp|P36405|ARL3_HUMAN	NA	27518.05	80702.936	20139.01	37196.98	37019.071	53904.081	31653.937	30136.97	94451.88	3189.974	NA	9324.963	NA	10130.938	7026.015	16523.017	53477	4970.999	107820.202	NA	101023.117	14385.981	516844.16	6345.004	NA	99803.925	168510.03	169748.95	13192.067	36221.067	8515.016	99442.82	23509.058	67648.973	NA	13207.01	2066.009	39726.089	25251.06	3067.999	6616.032	205775.21	151110.96	118661.006	99199.228	146146.835	10384.009	7124.976
sp|P36406|TRI23_HUMAN	18204.027	43546.02	42619.856	30832.019	45768.01	36918.052	33151.006	28865.031	25401.019	42621.038	31704.957	21731.979	11961.994	24479.99	13412.939	21859.979	18284.01	36724.927	40028.05	39837.96	25910.043	35267.947	46093.97	28512.066	51912.01	49051.03	53044.91	27911.04	47784.04	26527.992	29311.021	53763.06	37152.917	53822.149	31441.966	34845.983	26299.056	42095	29481.986	29270.962	42631.936	32786.07	44514.97	44854.97	26512.008	34588.94	40390.922	38482.99	36583.87
sp|P36507|MP2K2_HUMAN	NA	NA	3363.013	1912.003	NA	NA	NA	NA	NA	NA	NA	3008.023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3676.954	NA	NA	2894.971	NA	808.0007	NA	NA	NA	NA	2225.016	NA	NA	NA	NA	NA	NA	NA	2210.985	NA	1664.01	NA	NA	NA	NA	2787.991	3528.008
sp|P36542|ATPG_HUMAN	1340.009	1597.015	1479.0058	711.0086	997.006	NA	3916.007	848.993	1510.999	2117.984	2158.0098	1314.009	760.9952	NA	NA	NA	NA	3587.0355	3087.0322	5353.9854	NA	NA	3364.999	NA	6047.037	NA	734.0079	NA	NA	NA	NA	972.008	922.9876	1027.991	NA	2800.992	NA	NA	NA	NA	NA	5167.9932	NA	3646.9765	NA	1340.996	NA	NA	NA
sp|P36543|VATE1_HUMAN	538362.98	1320396.8	645624.8	638989.63	713895.31	779449.97	884142.87	469973.92	752123.9	744934.5	465970.98	406204.06	232974.96	360906.05	227534.12	193905	258724.92	914911.8	1043887.5	852359.8	594137.24	901042.9	1001683.8	492364.2	1103188.2	945108.83	1134929.8	593469.67	830507.54	910313.98	437386.92	1142812.3	782744.58	562788.72	494461.04	498497.09	424588.34	610997.18	602163.46	329759.21	962747.3	656242.96	625951.93	858973.3	444888.4	589120.43	634646.54	840149.2	689802.12
sp|P36551|HEM6_HUMAN	NA	NA	NA	NA	NA	NA	4351.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2409.004	NA	2957.983	NA	2061.0056	3161.0109	NA	3126.0182	NA	2537.023	1135.9956	NA	NA	NA	2539.9901	557.9988	1410.0024	1780.9982	2290.013	NA	NA	NA	NA	2375.004	1993.0064	NA	2257.9978	NA	NA	1739.9843	1528.0032	NA
sp|P36578|RL4_HUMAN	238579.715	295707.081	149500.695	390590	257972.005	258023.41	465474.58	396429.51	244459.104	388524.63	300505.17	175927.892	137107.303	218353.77	92343	165185.773	133031.996	560485.75	602837.36	527583.72	120896.914	563531.16	746880.91	50392.985	399529.06	153212.995	270351.199	194601.852	185044.036	172666.194	153144.32	829186.17	856564.16	567502.28	123571.083	570169.95	158180.175	375686.73	277689.236	172838.157	524479	399996.58	451032.72	505274.962	108847.02	119727.8128	409103.854	654795.14	114615.395
sp|P36639|8ODP_HUMAN	15883.052	13012.05	22213.003	3657.971	19609.107	19133.971	20872.993	NA	23207.984	2826.999	8517.96	1552.9903	NA	NA	NA	4511.988	NA	23691.024	23601.0331	76345.328	NA	25717.027	6400.978	25834.13	38319.9	14403.9173	19962.013	18258.037	11321.99	NA	15821.025	47835.888	12258.006	15410.04	4781.984	8360.982	5632.9749	17930.98	8643.021	8568.045	20281.029	14372.01	5311.0239	33317.026	15295.034	NA	1846.004	3668.982	21327.0535
sp|P36776|LONM_HUMAN	22016.017	31731.911	24587.051	27898.993	37169.983	57269.077	14816.056	16614.051	28786.02	39650.022	18910.929	13135.005	8697.01	21480.976	8909.997	8170.003	15541.97	31946.988	42679.98	39560.072	22825.056	29320.901	33480.05	17500.04	37296.048	38154.93	46690.035	19406.972	30990.03	17967.987	12708.955	35501.93	28979.061	32942.06	18602.014	NA	12094.001	30222.08	19136.002	15476.038	24956.018	21157.011	25332.043	18587.028	16474.006	33497.02	23621.941	32124.11	18531.088
sp|P36871|PGM1_HUMAN	1773.01	3449.974	25882.8607	18536.054	16782.973	19731.94	17736.928	17294.029	22149.945	17332.0529	10363	13832.03	9995	11108.04	10128.03	10551.02	11825.98	21583.028	18872.989	26860.074	9878.99	24085.9478	25504.997	NA	22389.038	12082.0124	14211.023	19703.996	27021.012	9809.01	16718.06	24948.953	21812.967	18448.96	15713.01	18754.0284	12231.01	17174.07	16451.035	13479.01	19277.001	13583.98	19252.98	31745.858	13582.9363	22061.067	13118.95	16365.98	15172.994
sp|P36873|PP1G_HUMAN	NA	NA	NA	NA	NA	NA	5180.961	NA	NA	NA	NA	NA	NA	NA	NA	1837.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3755.003	NA	4000.98	4232.999	NA	NA	11256.006	NA	7604.958	4073.996	8353.978	NA	NA	NA	NA	NA	5802.008	8105.978	2397.993	NA	NA	NA	NA
sp|P36915|GNL1_HUMAN	20164.013	23954.039	NA	2420.9817	4740.008	10391.993	7647.972	6688.012	2910.999	8125.036	16953.976	11499.956	NA	688.0003	NA	NA	12556.996	29423.942	30376.06	3208	13913.9658	22660.972	40914.98	NA	27892.029	NA	16587.0375	18301.996	2688.003	1074.0003	1632.991	26876.91	9218.98	15831.05	1658.997	33245.932	2418.992	17213.999	4809.02	8135.019	6323	18804.97	18775.004	22454	1305.996	24800.977	14276.024	33448.92	NA
sp|P36954|RPB9_HUMAN	2364	NA	NA	2785.982	NA	NA	NA	819.0152	NA	3107.017	1547.02	754.9991	NA	1380.008	NA	NA	NA	7988.032	3757.997	NA	NA	1526.0034	3824.977	1149.985	5363.014	NA	7671.028	NA	NA	NA	NA	NA	NA	7782.023	5678.021	1744.012	4568.997	NA	NA	NA	3564.982	NA	6246.97	3069.99	NA	NA	3913.003	3872.032	NA
sp|P36957|ODO2_HUMAN	NA	6068.042	NA	NA	NA	NA	NA	1542.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	3390.985	NA	NA	NA	1447.992	NA	NA	1811.992	NA	NA	NA	NA	663.004	NA	1721.013	NA	NA	NA	NA	NA	1103.991	2333	842.0032	906.9977	917.003	NA	NA	NA	NA	NA	NA	995.001
sp|P36969|GPX4_HUMAN	15474.0195	99834.11	91445.681	39621.982	40389.9884	90327.04	81823.97	31724.9103	72315.23	37773.974	60828.082	33341.97	27316.9763	12800.982	15867.977	32397.956	9967.03	122939.19	101298.19	87452.98	52990.995	80670.006	110028.04	79075.01	119135.22	92036.81	87872.11	63327.842	107735.184	13017.035	73000.08	104146.82	88743.08	68822.07	65760.09	73006.06	70445.046	90060.86	63187.962	50609.9023	81478.03	80580.78	90807.15	82169.89	21349.994	26349.058	69706.936	104754.11	72870.05
sp|P37108|SRP14_HUMAN	NA	17077.991	9525.025	14683.007	NA	10409.995	10447.976	14189.013	NA	9693.009	4364.994	1053.996	NA	5629.965	NA	879.0031	851.0005	15564.976	12112.926	10589.978	3620.0194	10537.95	10934.98	10053.987	26318.997	10842.001	1663.986	17395.98	1201.996	1522.995	10299.926	5496.0494	43378.015	2937.0013	11024.996	12413.001	NA	21245.977	12580.047	7008	17608.002	13858.977	12874.007	62878.939	1307.994	13222.984	14978.992	7656.038	NA
sp|P37173|TGFR2_HUMAN	10150.9754	44301.95	36925.008	37379.957	52065.055	34165.045	45580.911	42743.989	32472.941	42556.927	38486.076	12738.033	15634.062	26131.024	18931	14366.974	19215.028	46241.956	59375.864	59339.99	28246.077	58191.04	99853.89	15179.0512	62772.84	34971.034	55714.778	16117.076	29520.076	18934.995	16601.054	38138.047	56665.04	62565.99	39121.013	46078.01	30972.027	56615.942	51867.84	28857.006	58145.931	51185.89	58117.087	67082.041	16629.015	18621.02	58162.042	58346.76	38565.942
sp|P37198|NUP62_HUMAN	145176.83	422261.5	265765.17	254364.18	342223.02	151101.86	239071.06	289259.21	232902.87	429195.1	141187.09	149645.93	115551.02	272780.22	116016.06	135786.95	173434.71	438242.3	462470.6	440185.1	180254.81	480009.4	574333.6	110537.24	579050.7	231335.06	336403.62	202473.98	254971.18	118593.07	165356.95	461026.5	385376.5	316610.82	192937.95	587574.5	150625.15	490812.7	219817.15	238939.12	401609.4	333649.8	405970.3	427398.2	154057.23	604903.8	304668.73	442223.3	172536.09
sp|P37235|HPCL1_HUMAN	NA	8755.98	2711.987	NA	NA	2363.009	4895.007	6524.005	NA	NA	NA	NA	NA	NA	NA	NA	4619.997	13219.95	NA	NA	2266.01	NA	21779.02	NA	1871.999	NA	NA	1252.993	NA	3625	NA	NA	3149.004	NA	NA	NA	2475.996	NA	1246.997	NA	NA	5542.006	NA	NA	2507.999	NA	1082.989	17081.97	NA
sp|P37268|FDFT_HUMAN	3871.9743	3847.027	3508	9199.987	11634.994	7840.013	7941.012	5165.9939	1595.9971	7400.016	4254.99897	NA	1481.9901	2243.9946	NA	1258.0119	NA	10624.0028	10759.0168	11250.054	2333.9902	7352.018	9971.001	4908.0047	16264.0404	6900.018	6370.0014	4979.018	9736.025	1056.0004	4481.9493	10194.9839	12208.001	14019.016	1692.996	4614.9804	4060.9847	10862.997	7333.9997	NA	10059.011	9619.981	7147.01	8220.0055	3609.013	7625.011	3988.0125	10207.0478	5065.012
sp|P37802|TAGL2_HUMAN	43383.17	104221.91	50711.954	87442.845	76472.844	52877.16	48948.022	48799.907	67151.04	104101.03	37084.034	13950.035	32222.989	64696.965	17881.064	35656.001	31710.033	103463.79	101365.01	103944.92	52410.066	75213.085	111441.89	29460.976	95626.94	79272.989	94584.11	23619.014	68353.93	46654.999	46099.966	88516.09	73682.998	74915.06	48288.006	63347.94	28581.16	39820.028	39840.036	43773.027	79770.017	63089.056	71894.979	68049.039	45788.907	56617.03	67697.185	78525.9	60795.852
sp|P37837|TALDO_HUMAN	131397.89	81683.024	59834.22	212627.18	266767	155282.3	74762.04	126206.89	186829.96	229782.21	64327.03	30617.0271	55456.073	56037.04	20417.99	57242.932	54495.01	372069	301746.12	299957.69	81537.07	235330.06	269434.27	25076.065	139063.19	46090.99	148356.67	147707.76	244349.77	69896.07	50822.995	258788.06	204658.77	91187.23	20933.02	94461.14	67198.927	101628.09	75126.9	55576.039	289484.33	80510.114	146307.69	268189.19	166104.94	195367.1	108340.93	248487.18	146742.94
sp|P37840|SYUA_HUMAN	175782.89	257908.09	309547.85	159779.74	175286.94	135134.97	177058.3	146683.82	198861.71	206630.13	133097	92807.03	106689.88	145427.6	115287.63	109865.88	139509.98	240656.17	244586.76	274240.06	152958.01	269776.05	310872.7	203838.75	399105	306163.98	255201.84	246005.21	397961.2	145175	242472.11	280584.93	261234.18	260320.9	234373.92	225249.03	139384.15	246961.15	211118.01	162159.16	282894.08	217251.15	304602.91	313432.68	154563.95	241118.06	206342.9	170913.99	201899.1
sp|P38117|ETFB_HUMAN	11319.99	20129.99	12121.96	7617.99	10562	13901.03	5924.976	9873.01	7800.01	10090.95	6053.044	6945.007	3167.969	6954	5138	6332.014	6657.973	13451.94	15278.01	15115.02	9217.99	12242.04	15565.99	6862.02	20956	13795.02	10230.03	9527.98	15448.99	6241.974	8103.98	13855	12442.96	13078.95	14224.06	12902.93	9606.96	13029	9879.02	8916	13652.99	15634.03	17574.97	13611.02	8293.033	9701.02	9289	11373.04	11602.96
sp|P38159|RBMX_HUMAN	NA	2574.9933	3227.987	1794.987	NA	NA	2099.993	NA	NA	2594.989	3546.98971	NA	804.0063	NA	NA	NA	3123.99	2112.985	1184.0003	NA	3428.995	2148.989	12641.9894	NA	4754.0005	2367.99	3626.98	NA	4235.019	1294.9987	2719.981	9791.0402	2008.996	2166.999	1859.0019	6420.032	1337.0023	6099.0247	NA	NA	7073.9649	NA	2893.003	6491.001	1657.0099	6557.9958	NA	2063.9872	NA
sp|P38432|COIL_HUMAN	98708.001	201151.97	159562.1	118036.132	136044.09	144096.973	138686.258	91024.012	117586.03	137537.95	106776	45434.96	77051.033	108928.03	70748.91	68235.95	79783.12	207829.85	217934.1	210366.75	119907.19	197490.92	238909.89	110861.053	283800.77	271555.259	199619.76	99727.689	193256.84	83840.77	114312.86	194807.89	177863.18	167040.94	162208.057	152817.03	121162.702	182915.12	142306.113	127956.841	201280.2	161249.13	215082.97	223523.81	91712.93	111969.891	142515.72	161224.85	116668.136
sp|P38571|LICH_HUMAN	289708.38	572671.37	437484.02	270717.59	356813.06	475329.15	441065.82	198789.26	468985.64	330840.65	238888.68	179327.64	148698.195	160073.93	196714.01	151280.83	177157	704560.81	532892.93	615414.17	375950.23	553939.39	522545.11	363490.46	572147.27	435842.67	545946.04	324639.57	550329.84	467945.03	393604.79	418627.02	469904.78	378695.24	372205.17	372426.23	430991	351572.68	318732.4	226046.21	554946.36	645523.21	466675.55	542511.7	196388.99	337105.8	400440.18	334004.56	435981.76
sp|P38606|VATA_HUMAN	NA	87331.01	36020.94	NA	31389.92	NA	16083.05	14489.941	12573.98	42889.974	40933.98	NA	6479.028	6595.001	29548.95	9090	10221	21566.98	46707.068	76762.93	80713.92	36134.98	50692.056	64364.028	61916.741	NA	76905.01	137364.705	26882.03	10073	19421.958	22381.08	7509.017	45750.081	27047.019	22625.008	NA	38479.94	14583.999	21888.077	49566.96	18206.982	80348.12	84752.99	NA	19929.98	NA	16124.95	14778.99
sp|P38646|GRP75_HUMAN	3506.992	659.9969	1472.005	16910.96	3820.997	7047.017	21088.052	1861.9987	17459.009	3923.978	7570.999	4627.9959	NA	2714.979	NA	2235.011	2793.9954	6329.988	3010.0091	15821.019	3498.997	11701.0053	13770.982	2957.9998	21465.973	1028.9999	26934.034	6958.031	18915.072	1521.9893	12875.916	7846.9864	18414.999	966.0058	22830.027	33424.056	6383.001	2405.9923	3112.0044	4173.0001	10717.0428	23504.936	19371.023	31379.131	NA	990.002	9223.966	7343.013	NA
sp|P38919|IF4A3_HUMAN	108233.11	131736.11	94797.08	121495.87	93598.11	86201.11	54610.03	114485.88	102272.2	147989.91	90073.06	77771.04	47127.98	97440.13	45661.045	63441.07	65368.089	146181.16	155392.73	184736.11	62892.029	145704.03	140734.08	82187.97	245509.79	129398.94	121795.15	77106.03	159078.03	46144.863	81585.05	165824.11	136346.24	135605.08	109374.88	117402.03	69771.93	188634.35	118038.16	75320.05	129494.14	98236.04	189930.86	195540.03	75519.12	154247.01	122430.08	120182.04	89192.01
sp|P39019|RS19_HUMAN	NA	NA	7492.024	2936.9925	4264.034	NA	NA	NA	7802.987	6889.985	3134.992	NA	NA	NA	NA	NA	NA	NA	NA	4110.983	NA	NA	NA	NA	NA	9510.975	NA	NA	9830.957	NA	3441.991	NA	10065.998	6650.01	NA	NA	8693.02	7303.032	5868.978	3891.986	6852.952	NA	5628.01	6359.015	NA	2438.003	NA	8659.987	8454.974
sp|P39023|RL3_HUMAN	24392.962	29695.0616	39112.986	27249.929	27080.003	21945.038	43187.038	34410.025	25365.946	33871.93	17191.004	16570.961	15993.026	17555.001	9949.9468	12969.037	14368.955	52298.115	47302.05	48538.992	20942.971	54796.98	48913.06	29019.01	78104.05	30361.024	40787.056	41355.03	51419.07	NA	23642.017	48624.004	51040.84	46890.029	44414.13	19316.004	17405.056	41024.917	26723.988	23026.063	45213.08	32653.011	60548.05	68748.89	28552.014	37812.031	30525.967	30352.988	32946.026
sp|P39656|OST48_HUMAN	NA	NA	NA	3151.015	3254.01	3938.968	NA	NA	2958.014	3573.976	NA	NA	NA	NA	NA	NA	NA	NA	4625.033	4412.996	NA	NA	NA	NA	NA	NA	NA	1856.998	1365.987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P39687|AN32A_HUMAN	7189.0168	1015.015	7269.9636	5562.003	3822.007	8724.985	5575.978	4011.013	2756.999	4449.981	1991.011	5846.999	2462.9907	7063.0006	1492.993	8129.02	6830.9832	14545.943	4366.996	14507.016	3228.02	9815.997	3517.004	10519.007	18825.998	NA	8204.986	14382.991	8985.945	2765.001	NA	5551.018	4187.01	9193.015	12416.021	8799.947	6978.004	14433.009	6137.983	7040.995	3938.006	14492.993	19152.007	12030.983	5159.993	9011.022	9797.029	6588.996	3678.001
sp|P39748|FEN1_HUMAN	NA	NA	NA	870.006	NA	NA	NA	NA	NA	2605.9913	NA	611.0018	NA	1072.999	NA	NA	NA	NA	634.0061	NA	NA	NA	NA	NA	NA	NA	NA	NA	844.0073	NA	NA	NA	NA	NA	487.003	NA	475.0004	NA	NA	NA	960.013	NA	NA	NA	NA	648.0015	NA	NA	NA
sp|P39880|CUX1_HUMAN	32868.05	77087.84	106373.95	114778.81	114916.88	80539.06	139352.97	107993.84	121817.9	130671.93	88439.91	28850.965	69319.03	98639.04	38767.123	52249.021	38779.044	188764.94	188069.17	188030.04	59613.01	162426.27	182142.12	56728.11	187056.17	113976.19	164333.92	67543.05	124981.74	52360.06	76500.06	187157.68	137452.76	159409.21	101873.08	119847.83	59436.95	161416.96	108029.03	71584.97	156766.01	101486	171623.71	136160.97	50116.04	119561.07	123458.06	126746.89	85064.12
sp|P40121|CAPG_HUMAN	3897.9831	8232.982	4025.01	1107	962.004	2157.004	907.0108	3454.017	NA	2397.0058	619.9989	NA	NA	NA	NA	NA	NA	3362.973	5647.989	6965.0185	837.0007	2100.004	NA	940.0017	12466.999100000001	NA	4167.986	6180.008	2563	2209.9898	1312.997	1781.006	4133.0172	6280.022	7767.006	6973.985	1328.005	3540.977	3295.009	2946.996	2555.0025	2378.0123	7978.0397	8110.012	NA	3648.029	1243.9942	1184.974	2085.993
sp|P40222|TXLNA_HUMAN	45974.94	76841.11	47582.896	41827.09	50080.91	125420.9	51803.97	36342.06	54033	38484.97	45938.92	22142.954	23532.989	33839.01	18516.941	19166.027	47337.019	84157.99	54069.939	64526.14	36086.968	50476.984	76702	44619.97	66721.08	73025.98	71413.03	35997.96	60155.85	86649.92	33069.097	55535	49135.09	45407.93	45834	37909.912	42974.95	47785.95	38084.042	36952.989	53840.99	54792	52912.99	59109.97	31357.983	44666.93	35762.06	57548.08	41316.95
sp|P40227|TCPZ_HUMAN	36057.042	78825.03	72785.92	53785.95	69933.94	59112.908	75543.91	55775.952	78794.838	61243.86	31356.009	32142.006	22779.979	30367.061	15315.997	19847.013	23223.11	69936.86	70101.05	86954.97	28699.99	70333.96	70885.94	51968.05	110751.95	76325.93	52019.929	63467.034	103765.87	26764.031	53191.042	73088.92	62273.99	63481.828	45193.04	49752.971	37821.997	58760.05	43171.934	44923.995	78023.89	55365.08	75868.94	81042.11	36855.968	65337.94	49358.04	51687.056	44499.05
